local;estacao;patrimonio;item_informado;tipo;fabricante;modelo;numero_serie;status_importacao;observacoes
Invent?rio;Kamila;1384;Monitor 1384;Monitor;Dell Inc.;DELL P2219H;;OK;"Levantamento atual: Invent?rio / Kamila.; Item informado: Monitor 1384.; Nome GLPI: DELL 1384.; Referencia GLPI desatualizada: grupo=Inventario; usuario=-.; Origem GLPI: glpi (9).csv."
Invent?rio;Kamila;1956;Webcam 1956;Webcam;;;;REVISAO;"Levantamento atual: Invent?rio / Kamila.; Item informado: Webcam 1956.; Nome GLPI: Webcam 1956.; Revisar: patrimonio nao localizado nas planilhas GLPI fornecidas; descricao baseada no levantamento manual."
Invent?rio;Kamila;1435;Pc optiplex 1435;Desktop;Dell Inc.;OptiPlex 3080;;OK;"Levantamento atual: Invent?rio / Kamila.; Item informado: Pc optiplex 1435.; Nome GLPI: PC-1435.; Processador: Intel Core i5-10500T CPU @ 2.30GHz.; Sistema operacional: Microsoft Windows 10 Pro.; Referencia GLPI desatualizada: grupo=Inventario; usuario=-.; Origem GLPI: glpi (8).csv."
Invent?rio;Kamila;1514;Biometria 1514;Biometria;NITGen Co., Ltd;Nitgen FingKey Hamster DX;;OK;"Levantamento atual: Invent?rio / Kamila.; Item informado: Biometria 1514.; Nome GLPI: Leitor Biometrico 1514.; Referencia GLPI desatualizada: grupo=Inventario; usuario=-.; Origem GLPI: glpi (11).csv."
Invent?rio;Kamila;1502;Extensor 1502;Extensor;Exbom;Exbom UHL-300;;OK;"Levantamento atual: Invent?rio / Kamila.; Item informado: Extensor 1502.; Nome GLPI: Hub USB 1502.; Referencia GLPI desatualizada: grupo=Inventario; usuario=-.; Origem GLPI: glpi (11).csv."
Invent?rio;Vivianne;1150;Teclado 1150;Teclado;Dell Inc.;DELL - Teclado USB KB-4021;;OK;"Levantamento atual: Invent?rio / Vivianne.; Item informado: Teclado 1150.; Nome GLPI: TECLADO 1150.; Referencia GLPI desatualizada: grupo=Inventario; usuario=-.; Origem GLPI: glpi (11).csv."
Invent?rio;Vivianne;1863;Mouse 1863;Mouse;Dell Inc.;Mouse Dell MS116;;OK;"Levantamento atual: Invent?rio / Vivianne.; Item informado: Mouse 1863.; Nome GLPI: MOUSE 1863.; Referencia GLPI desatualizada: grupo=Inventario; usuario=-.; Origem GLPI: glpi (11).csv."
Invent?rio;Vivianne;0719;Monitor 0719;Monitor;Dell Inc.;DELL D1901N;;OK;"Levantamento atual: Invent?rio / Vivianne.; Item informado: Monitor 0719.; Nome GLPI: DELL 0719.; Referencia GLPI desatualizada: grupo=Inventario; usuario=-.; Origem GLPI: glpi (9).csv."
Invent?rio;Vivianne;1315;Biometria 1315;Biometria;NITGen Co., Ltd;Nitgen FingKey Hamster III;;OK;"Levantamento atual: Invent?rio / Vivianne.; Item informado: Biometria 1315.; Nome GLPI: Leitor Biometrico 1315.; Referencia GLPI desatualizada: grupo=Inventario; usuario=-.; Origem GLPI: glpi (11).csv."
Invent?rio;Vivianne;1448;PC optiplex 1448;Desktop;Dell Inc.;OptiPlex 3080;;OK;"Levantamento atual: Invent?rio / Vivianne.; Item informado: PC optiplex 1448.; Nome GLPI: PC-1448.; Processador: Intel Core i5-10500T CPU @ 2.30GHz.; Sistema operacional: Microsoft Windows 10 Pro.; Referencia GLPI desatualizada: grupo=Inventario; usuario=-.; Origem GLPI: glpi (8).csv."
Invent?rio;Vivianne;1335;Monitor 1335;Monitor;Dell Inc.;DELL P2219H;;OK;"Levantamento atual: Invent?rio / Vivianne.; Item informado: Monitor 1335.; Nome GLPI: DELL 1335.; Referencia GLPI desatualizada: grupo=Inventario; usuario=-.; Origem GLPI: glpi (9).csv."
Invent?rio;Vivianne;1890;Headset 1890;Headset;Zox Telecom;DH-80;;OK;"Levantamento atual: Invent?rio / Vivianne.; Item informado: Headset 1890.; Nome GLPI: HEADSET ZOX 1890.; Referencia GLPI desatualizada: grupo=Inventario; usuario=-.; Origem GLPI: glpi (11).csv."
Invent?rio;Vivianne;;Webcam sem patrimonio;;;;;REVISAO;Sem numero de patrimonio informado
Invent?rio;Auxiliar Vivianne;1307;Argox 1307;Impressora de etiquetas;;;;OK;"Levantamento atual: Invent?rio / Auxiliar Vivianne.; Item informado: Argox 1307.; Nome GLPI: ARGOX 1307.; Referencia GLPI desatualizada: grupo=Livros; usuario=-.; Origem GLPI: glpi (12).csv."
Invent?rio;Auxiliar Vivianne;1350;Teclado 1350;Teclado;Dell Inc.;DELL - Teclado USB KB-216;;OK;"Levantamento atual: Invent?rio / Auxiliar Vivianne.; Item informado: Teclado 1350.; Nome GLPI: TECLADO 1350.; Referencia GLPI desatualizada: grupo=Inventario; usuario=-.; Origem GLPI: glpi (11).csv."
Invent?rio;Auxiliar Vivianne;1855;Mouse 1855;Mouse;Dell Inc.;Mouse Dell MS116;;OK;"Levantamento atual: Invent?rio / Auxiliar Vivianne.; Item informado: Mouse 1855.; Nome GLPI: MOUSE 1855.; Referencia GLPI desatualizada: grupo=Inventario; usuario=-.; Origem GLPI: glpi (11).csv."
Invent?rio;Auxiliar Vivianne;1026;Monitor 1026;Monitor;Dell Inc.;DELL E1912H;;OK;"Levantamento atual: Invent?rio / Auxiliar Vivianne.; Item informado: Monitor 1026.; Nome GLPI: DELL 1026.; Referencia GLPI desatualizada: grupo=Inventario; usuario=-.; Origem GLPI: glpi (9).csv."
Invent?rio;Auxiliar Vivianne;0889;Webcam 0889;Webcam;Microsoft;Microsoft Life Cam VX-800;;OK;"Levantamento atual: Invent?rio / Auxiliar Vivianne.; Item informado: Webcam 0889.; Nome GLPI: Webcam 0889.; Referencia GLPI desatualizada: grupo=Inventario; usuario=-.; Origem GLPI: glpi (11).csv."
Invent?rio;Auxiliar Vivianne;1439;Pc optiplex 1439;Desktop;Dell Inc.;OptiPlex 3080;;OK;"Levantamento atual: Invent?rio / Auxiliar Vivianne.; Item informado: Pc optiplex 1439.; Nome GLPI: PC-1439.; Processador: Intel Core i5-10500T CPU @ 2.30GHz.; Sistema operacional: Microsoft Windows 10 Pro.; Referencia GLPI desatualizada: grupo=Inventario; usuario=-.; Origem GLPI: glpi (8).csv."
Invent?rio;Auxiliar Vivianne;1339;Monitor 1339;Monitor;Dell Inc.;DELL P2219H;;OK;"Levantamento atual: Invent?rio / Auxiliar Vivianne.; Item informado: Monitor 1339.; Nome GLPI: DELL 1339.; Referencia GLPI desatualizada: grupo=Inventario; usuario=-.; Origem GLPI: glpi (9).csv."
Invent?rio;Auxiliar da Porta;1477;Mouse 1477;Mouse;Dell Inc.;Mouse Dell MS116;;OK;"Levantamento atual: Invent?rio / Auxiliar da Porta.; Item informado: Mouse 1477.; Nome GLPI: MOUSE 1477.; Referencia GLPI desatualizada: grupo=Aton - 8° Andar - BBS Docs; usuario=-.; Origem GLPI: glpi (11).csv."
Invent?rio;Auxiliar da Porta;1237;Teclado 1237;Teclado;Dell Inc.;DELL - Teclado USB KB-216;;OK;"Levantamento atual: Invent?rio / Auxiliar da Porta.; Item informado: Teclado 1237.; Nome GLPI: TECLADO 1237.; Referencia GLPI desatualizada: grupo=Aton - 8° Andar - BBS Docs; usuario=-.; Origem GLPI: glpi (11).csv."
Invent?rio;Auxiliar da Porta;1820;Monitor 1820;Monitor;Samsung Electric Company;Syncmaster 540 N (LCD);;OK;"Levantamento atual: Invent?rio / Auxiliar da Porta.; Item informado: Monitor 1820.; Nome GLPI: SAMSUNG 1820.; Referencia GLPI desatualizada: grupo=Inventario; usuario=-.; Origem GLPI: glpi (9).csv."
Invent?rio;Auxiliar da Porta;1325;Monitor 1325;Monitor;Dell Inc.;DELL P2219H;;OK;"Levantamento atual: Invent?rio / Auxiliar da Porta.; Item informado: Monitor 1325.; Nome GLPI: DELL 1325.; Referencia GLPI desatualizada: grupo=Inventario; usuario=-.; Origem GLPI: glpi (9).csv."
Invent?rio;Auxiliar da Porta;1408;Webcam 1408;Webcam;Logitech, Inc.;C920 PRO HD;;OK;"Levantamento atual: Invent?rio / Auxiliar da Porta.; Item informado: Webcam 1408.; Nome GLPI: C920 PRO HD Webcam 1408.; Referencia GLPI desatualizada: grupo=Procuração; usuario=-.; Origem GLPI: glpi (11).csv."
Invent?rio;Auxiliar da Porta;1376;Monitor 1376 dois patrimonio no mesmo monitor;Monitor;;;;REVISAO;"Levantamento atual: Invent?rio / Auxiliar da Porta.; Item informado: Monitor 1376 dois patrimonio no mesmo monitor.; Nome GLPI: Monitor 1376 dois patrimonio no mesmo monitor.; Revisar: patrimonio nao localizado nas planilhas GLPI fornecidas; descricao baseada no levantamento manual.; Revisar etiqueta/identificacao fisica: observacao registrada no levantamento."
Ata Notarial;Secretaria Executiva - Let?cia e Rodolpho;0244;Teclado 0244;Teclado;Dell Inc.;DELL - Teclado USB RT7D50;;OK;"Levantamento atual: Ata Notarial / Secretaria Executiva - Let?cia e Rodolpho.; Item informado: Teclado 0244.; Nome GLPI: TECLADO 0244.; Referencia GLPI desatualizada: grupo=Recepção Escritura; usuario=-.; Origem GLPI: glpi (11).csv."
